portfolio_values,pct_change,ADAUSDT,BCHUSDT,BNBUSDT,BTCUSDT,ETHUSDT,SOLUSDT,TRXUSDT,XRPUSDT
1.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.9539846545388082,-0.04601534546119179,0.12386822931948928,0.12460760424802829,0.12664477795010146,0.12696415615634773,0.12347978983584966,0.12146102160747577,0.12899063703387684,0.12398378384883102
0.9665308622106138,0.0131513726265029,0.1243234812609686,0.12647413574504812,0.12542197290849197,0.12637429595948604,0.12337119299095152,0.11962913055831483,0.12954605550506745,0.12485973507167147
0.9801150081942362,0.014054539295882629,0.12439003847029421,0.12476263059923781,0.12473544820834331,0.12563634915914512,0.12163719792220838,0.12362952549206035,0.1281796331242318,0.12702917702447902
0.9756028952988405,-0.004603656568537673,0.12390550575954731,0.12646246835716118,0.12435212749051536,0.12568798591342764,0.12146933747600817,0.12170291632578577,0.1279642619544363,0.12845539672311834
0.886629839624524,-0.0911980233997387,0.11947137190146176,0.12455583919082926,0.12815908573132836,0.12984424261727698,0.11698850387705886,0.11787748656444233,0.13641823867303707,0.1266852314445653
0.888317858718804,0.0019038600088112645,0.1218840601190383,0.1257806565619485,0.1276991132515558,0.13080911077973006,0.11471860066324994,0.1188532431258093,0.13533057718594196,0.12492463831272611
0.8637889002720159,-0.027612816973155874,0.0,0.0,0.23076923076923084,0.2307692307692309,0.0,0.23076923076923067,0.23076923076923084,0.07692307692307677
0.9326559382164676,0.0797266993391148,0.0,0.0,0.22476855722351355,0.23135132603549638,0.0,0.24140866289253027,0.221051335027851,0.08142011882060878
0.9063307388554687,-0.028226056664948818,0.0,0.0,0.22959317858756687,0.2294032539839868,0.0,0.23539964315337955,0.22537369783972894,0.08023022643533786
0.9432961511370174,0.04078578679592093,0.0,0.0,0.22361090719021134,0.23098059898518064,0.0,0.24341722510486427,0.22268164950923244,0.07930961921051131
0.9803794880990636,0.03931250744249004,0.0,0.0,0.21932409134844758,0.22718025220717541,0.0,0.25510180701875035,0.2169037744294511,0.08149007499617549
0.970467505318872,-0.010110353083182866,0.0,0.0,0.21673813578021273,0.22541824254918477,0.0,0.2501850091802258,0.22686848203068322,0.08079013045969344
0.9727445959211725,0.0023463852110661154,0.0,0.0,0.21632699607991282,0.22712330494748612,0.0,0.25162134490387594,0.2240269351263406,0.08090141894238456
0.9578800328082346,-0.015281054426070972,0.23076923076923078,0.2307692307692308,0.0,0.0,0.2307692307692305,0.07692307692307723,0.23076923076923078,0.0
0.9586427745463388,0.00079628107067653,0.2311156146625489,0.23202858363357687,0.0,0.0,0.22889626280496533,0.08004337337507485,0.22791616552383406,0.0
0.9725922277368769,0.014551252626025857,0.23011428367137676,0.23751876383471213,0.0,0.0,0.2265402846761999,0.0809979415915284,0.22482872622618277,0.0
0.9703751521657249,-0.0022795530417829557,0.23467913900127285,0.23877419630365262,0.0,0.0,0.22777190263900052,0.08070733265639399,0.21806742939967994,0.0
0.9814507652453842,0.01141374349388502,0.23228963811734815,0.23636152994698992,0.0,0.0,0.228698754014199,0.08326726486018958,0.21938281306127339,0.0
0.9740758485574568,-0.007514301225373776,0.23106778951060275,0.23864810443885753,0.0,0.0,0.2267294400455295,0.08269204667055174,0.22086261933445847,0.0
0.9820458072231374,0.00818207193770748,0.23067070441029766,0.24297948176884301,0.0,0.0,0.2237857299778984,0.08124749966003092,0.22131658418293,0.0
