,RMSE,Mean_Actual_Price,NRMSE_Percent
TRXUSDT,0.07983687232040286,0.29631538461538465,0.2694320864373295
ADAUSDT,0.08111810377826056,0.6717692307692308,0.1207529313085294
XRPUSDT,0.35968799133073814,2.4800846153846154,0.14503053206309946
SOLUSDT,19.895499550015003,167.5051282051282,0.11877546534366881
BCHUSDT,77.12618589467986,502.1025641025641,0.15360643702852184
BNBUSDT,219.08430730695483,820.7746153846153,0.2669238341445195
ETHUSDT,524.5902682134829,3219.9312820512823,0.16291970923034374
BTCUSDT,13652.935628281206,104518.51974358974,0.13062695168067148
