1743465600000000,0.66180000,0.69490000,0.65770000,0.67700000,106364321.50000000,1743551999999999,72012531.61113000,313155,52182780.90000000,35331514.96916000,0
1743552000000000,0.67710000,0.70980000,0.63480000,0.64000000,168146368.60000000,1743638399999999,113932397.93491000,520332,81829429.80000000,55521605.73886000,0
1743638400000000,0.64000000,0.65760000,0.61300000,0.65080000,114219073.80000000,1743724799999999,72816786.96394000,363102,55258276.40000000,35267653.70124000,0
1743724800000000,0.65090000,0.67170000,0.62750000,0.66030000,126446033.50000000,1743811199999999,82513900.40815000,382720,63090022.20000000,41183652.60803000,0
1743811200000000,0.66030000,0.66750000,0.64480000,0.65470000,43762918.60000000,1743897599999999,28674560.89888000,133525,21409678.50000000,14026652.92377000,0
1743897600000000,0.65470000,0.65530000,0.55970000,0.57370000,166216469.90000000,1743983999999999,100114842.79883000,469365,77762937.90000000,46838538.12177000,0
1743984000000000,0.57370000,0.60550000,0.51100000,0.58640000,419069987.90000000,1744070399999999,233993860.99050000,985451,204579796.20000000,114392205.71695000,0
1744070400000000,0.58630000,0.62010000,0.55280000,0.55830000,238977888.40000000,1744156799999999,140376776.13991000,545644,116997656.70000000,68758672.29649000,0
1744156800000000,0.55830000,0.64640000,0.53660000,0.63150000,327515064.60000000,1744243199999999,193514203.94054000,564483,164508724.00000000,97229337.26390000,0
1744243200000000,0.63150000,0.63380000,0.58570000,0.60940000,159599767.00000000,1744329599999999,97760667.94915000,321380,78078705.80000000,47776014.84996000,0
1744329600000000,0.60940000,0.64500000,0.60590000,0.62390000,152727364.80000000,1744415999999999,95660548.13439000,298083,76671620.40000000,48042686.50243000,0
1744416000000000,0.62390000,0.66750000,0.61700000,0.65950000,115874420.30000000,1744502399999999,74989055.19792000,291188,57369562.50000000,37129403.47325000,0
1744502400000000,0.65960000,0.66870000,0.63010000,0.63830000,104410716.60000000,1744588799999999,67661471.89077000,345697,49852581.40000000,32325931.46970000,0
1744588800000000,0.63830000,0.65750000,0.62770000,0.63530000,117699773.50000000,1744675199999999,75576835.20768000,363782,59602750.20000000,38270615.30564000,0
1744675200000000,0.63530000,0.64860000,0.60700000,0.60910000,143898856.80000000,1744761599999999,90697492.06722000,320564,65697560.60000000,41437205.62049000,0
1744761600000000,0.60900000,0.62450000,0.59460000,0.61050000,126774167.20000000,1744847999999999,77158540.10763000,349107,59257991.30000000,36083415.20167000,0
1744848000000000,0.61060000,0.62990000,0.60880000,0.61670000,70142773.40000000,1744934399999999,43465213.99385000,202175,33101297.20000000,20517568.70613000,0
1744934400000000,0.61690000,0.63200000,0.61040000,0.62750000,55674804.90000000,1745020799999999,34564811.69458000,141516,27785848.60000000,17249201.99257000,0
1745020800000000,0.62760000,0.63490000,0.61910000,0.62820000,42619558.80000000,1745107199999999,26778635.77132000,114533,19814319.80000000,12450764.21862000,0
1745107200000000,0.62820000,0.63480000,0.60950000,0.62020000,50246835.40000000,1745193599999999,31191890.79860000,129056,23550267.50000000,14622683.26515000,0
1745193600000000,0.62030000,0.65070000,0.61590000,0.62420000,113722683.30000000,1745279999999999,72235526.83227000,289831,55397333.00000000,35179383.34019000,0
1745280000000000,0.62410000,0.68500000,0.61530000,0.67940000,143341355.50000000,1745366399999999,93428819.18997000,353122,74104574.10000000,48331856.41265000,0
1745366400000000,0.67940000,0.71830000,0.67740000,0.69770000,159614226.00000000,1745452799999999,111432322.64062000,407938,76315413.50000000,53294589.28138000,0
1745452800000000,0.69780000,0.74600000,0.67010000,0.72190000,171690319.80000000,1745539199999999,122204212.89687000,412572,85475087.60000000,60866740.85667000,0
1745539200000000,0.72200000,0.73310000,0.70190000,0.71350000,150864406.00000000,1745625599999999,108219560.19004000,393385,76488058.30000000,54890753.19563000,0
1745625600000000,0.71350000,0.73440000,0.69960000,0.70700000,98567156.40000000,1745711999999999,70618731.00000000,246805,49557120.00000000,35528289.91517000,0
1745712000000000,0.70700000,0.71850000,0.69070000,0.70320000,82135355.90000000,1745798399999999,57661597.92464000,260075,39873895.40000000,28001270.22108000,0
1745798400000000,0.70330000,0.72900000,0.68210000,0.70560000,148303185.80000000,1745884799999999,104331236.54364000,385904,71469565.70000000,50328719.31667000,0
1745884800000000,0.70570000,0.71810000,0.68880000,0.69580000,144681664.20000000,1745971199999999,102458146.58677000,311429,70731949.50000000,50116118.16000000,0
1745971200000000,0.69570000,0.70370000,0.66470000,0.68160000,97477142.00000000,1746057599999999,66716855.23126000,256309,45858267.60000000,31382115.70536000,0
