portfolio_values,pct_change,ADAUSDT,BCHUSDT,BNBUSDT,BTCUSDT,ETHUSDT,SOLUSDT,TRXUSDT,XRPUSDT
1.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.9539846545388082,-0.04601534546119179,0.12386822931948928,0.12460760424802829,0.12664477795010146,0.12696415615634773,0.12347978983584966,0.12146102160747577,0.12899063703387684,0.12398378384883102
0.9665308622106138,0.0131513726265029,0.1243234812609686,0.12647413574504812,0.12542197290849197,0.12637429595948604,0.12337119299095152,0.11962913055831483,0.12954605550506745,0.12485973507167147
0.9801150081942362,0.014054539295882629,0.12439003847029421,0.12476263059923781,0.12473544820834331,0.12563634915914512,0.12163719792220838,0.12362952549206035,0.1281796331242318,0.12702917702447902
0.9756028952988405,-0.004603656568537673,0.12390550575954731,0.12646246835716118,0.12435212749051536,0.12568798591342764,0.12146933747600817,0.12170291632578577,0.1279642619544363,0.12845539672311834
0.886629839624524,-0.0911980233997387,0.11947137190146176,0.12455583919082926,0.12815908573132836,0.12984424261727698,0.11698850387705886,0.11787748656444233,0.13641823867303707,0.1266852314445653
0.888317858718804,0.0019038600088112645,0.1218840601190383,0.1257806565619485,0.1276991132515558,0.13080911077973006,0.11471860066324994,0.1188532431258093,0.13533057718594196,0.12492463831272611
0.8634398026720715,-0.02800580423162191,0.0,0.2805206243718709,0.0,0.3999999999999997,8.32559085322406e-17,0.0,0.31947937562812934,0.0
0.9303383051794052,0.07747905794973087,0.0,0.2914903296578491,0.0,0.4018454773006444,8.755312225285147e-17,0.0,0.30666419304150644,0.0
0.9036579880921058,-0.028678080800031536,0.0,0.2885466890004378,0.0,0.39864720748440446,8.218743125018573e-17,0.0,0.3128061035151578,0.0
0.9497276604501563,0.05098131479512236,0.0,0.29643418299949137,0.0,0.39749439899072353,8.04918392579588e-17,0.0,0.30607141800978505,0.0
0.9903139131716727,0.04273462215713408,0.0,0.31317725190997525,0.0,0.3896713244129324,8.100279354012008e-17,0.0,0.2971514236770923,0.0
0.9921473011215265,0.0018513199960827897,0.0,0.31087547655512654,0.0,0.3820326114009934,7.857038933596288e-17,0.0,0.30709191204388,0.0
0.9755249830454036,-0.01675388126070898,0.0,0.2984639779267099,0.0,0.39239969800849095,8.121002298058925e-17,0.0,0.3091363240647991,0.0
0.9647781101819431,-0.011016501935102396,1.5342769005541697e-16,8.080573305948894e-17,0.3999999999999998,0.19999999999999912,0.0,1.047772979489991e-15,0.3999999999999997,0.0
0.9633860278837324,-0.0014429041077105298,1.5400255039513088e-16,8.142889506317938e-17,0.4028452095808394,0.20121422467338987,0.0,1.0927195441411348e-15,0.39594056574576936,0.0
0.9709316497913603,0.007832397075763442,1.5435755063172361e-16,8.391133946042901e-17,0.4049886881085072,0.20183047185645236,0.0,1.1131225638611406e-15,0.393180840035039,0.0
0.9583278997372995,-0.01298108889206484,1.5912638126210817e-16,8.526946147488372e-17,0.4111627678645987,0.20334578292047997,0.0,1.121154326558381e-15,0.3854914492149199,0.0
0.9662010587838711,0.008215516890126784,1.5800579349789782e-16,8.467562175651911e-17,0.40782616257960824,0.20312688322842573,0.0,1.1603851860668614e-15,0.38904695419196467,0.0
0.9668213290319412,0.0006419680897997715,1.5589354298093041e-16,8.47979073282628e-17,0.4082808375859061,0.20324049007939363,0.0,1.142976131769959e-15,0.38847867233469896,0.0
