1672531200000,0.05450000,0.05498000,0.05442000,0.05481000,152553686.30000000,1672617599999,8348396.55745400,33544,83640423.20000000,4577073.24297400,0
1672617600000,0.05480000,0.05558000,0.05444000,0.05517000,243517218.60000000,1672703999999,13402128.42732300,51827,134711151.60000000,7415913.73232900,0
1672704000000,0.05518000,0.05555000,0.05470000,0.05483000,227134483.90000000,1672790399999,12548808.86246700,45513,112537179.90000000,6217580.37582000,0
1672790400000,0.05483000,0.05574000,0.05435000,0.05477000,361708395.60000000,1672876799999,19921123.65659900,62197,186628403.40000000,10283431.01315800,0
1672876800000,0.05477000,0.05499000,0.05338000,0.05374000,349175411.00000000,1672963199999,18954021.42000000,57061,155567539.30000000,8448880.73139400,0
1672963200000,0.05375000,0.05394000,0.04976000,0.05249000,1857386226.40000000,1673049599999,95189373.06747900,215622,916228554.00000000,46959663.66376200,0
1673049600000,0.05250000,0.05295000,0.05136000,0.05201000,466380581.10000000,1673135999999,24242154.22529000,69307,253587921.00000000,13186241.79493600,0
1673136000000,0.05201000,0.05443000,0.05122000,0.05439000,456781030.00000000,1673222399999,23994347.08560500,74400,265337483.70000000,13949531.61270400,0
1673222400000,0.05439000,0.05700000,0.05366000,0.05461000,768112568.70000000,1673308799999,42364445.14515400,128694,410422395.80000000,22647300.65169200,0
1673308800000,0.05461000,0.05497000,0.05388000,0.05486000,376972656.00000000,1673395199999,20503332.81690500,67791,194687195.70000000,10592746.67477100,0
1673395200000,0.05486000,0.05663000,0.05457000,0.05652000,465160077.60000000,1673481599999,25717934.61965800,79649,249927921.00000000,13826457.10863600,0
1673481600000,0.05653000,0.05743000,0.05572000,0.05710000,461227616.40000000,1673567999999,26069465.44763000,86184,262936399.30000000,14870818.65737800,0
1673568000000,0.05711000,0.06077000,0.05685000,0.06010000,513319061.80000000,1673654399999,29792823.38073800,103744,300585346.10000000,17454620.90161100,0
1673654400000,0.06011000,0.06576000,0.05996000,0.06177000,955878863.60000000,1673740799999,60397754.65151400,183734,527323085.40000000,33276658.42406900,0
1673740800000,0.06178000,0.06290000,0.06064000,0.06231000,444071498.00000000,1673827199999,27450668.20513500,88169,257358415.90000000,15912732.12638100,0
1673827200000,0.06232000,0.06324000,0.06122000,0.06242000,446620860.00000000,1673913599999,27882441.93643100,105905,239928158.20000000,14988247.59640800,0
1673913600000,0.06241000,0.06270000,0.06128000,0.06168000,354772816.20000000,1673999999999,22034623.03614500,79301,182579021.90000000,11343621.81779600,0
1674000000000,0.06167000,0.06242000,0.05882000,0.05891000,484324857.30000000,1674086399999,29558837.69953300,100471,214883895.70000000,13133000.86773500,0
1674086400000,0.05890000,0.06032000,0.05879000,0.06009000,237749291.70000000,1674172799999,14156817.96576800,59381,119618420.30000000,7126859.04582300,0
1674172800000,0.06009000,0.06293000,0.05993000,0.06272000,313993785.20000000,1674259199999,19214026.82807500,71518,169894881.60000000,10403764.14435500,0
1674259200000,0.06273000,0.06379000,0.06163000,0.06172000,460805293.50000000,1674345599999,28807719.76212800,107914,230496401.30000000,14415116.72969900,0
1674345600000,0.06173000,0.06271000,0.06063000,0.06166000,335713059.00000000,1674431999999,20739424.47690400,73703,159922748.00000000,9886290.25001100,0
1674432000000,0.06166000,0.06323000,0.06111000,0.06273000,371567440.90000000,1674518399999,23077080.75459000,77955,190870031.50000000,11859849.83378100,0
1674518400000,0.06272000,0.06355000,0.05975000,0.06019000,397334702.10000000,1674604799999,24699219.51826900,88007,178394755.80000000,11108055.51532100,0
1674604800000,0.06019000,0.06282000,0.05921000,0.06180000,382511980.60000000,1674691199999,23269231.32406600,82328,191389385.50000000,11653775.09524000,0
1674691200000,0.06181000,0.06215000,0.06112000,0.06172000,301912384.40000000,1674777599999,18637931.23213600,68955,140671132.60000000,8687085.94002600,0
1674777600000,0.06172000,0.06435000,0.06093000,0.06366000,584952205.80000000,1674863999999,36743836.46070500,112580,289091208.40000000,18163804.27618700,0
1674864000000,0.06365000,0.06398000,0.06204000,0.06312000,404769790.00000000,1674950399999,25485878.16990900,88239,199442262.50000000,12559633.77692200,0
1674950400000,0.06313000,0.06475000,0.06290000,0.06378000,515390790.30000000,1675036799999,32823611.18263400,97973,291482359.80000000,18575343.87665500,0
1675036800000,0.06376000,0.06501000,0.06138000,0.06227000,587325347.80000000,1675123199999,36778157.42559200,114876,281519424.70000000,17642912.62522200,0
1675123200000,0.06227000,0.06309000,0.06171000,0.06218000,437819315.50000000,1675209599999,27298161.02011700,92259,206588138.40000000,12884530.55361500,0
