portfolio_values,pct_change,ADAUSDT,BCHUSDT,BNBUSDT,BTCUSDT,ETHUSDT,SOLUSDT,TRXUSDT,XRPUSDT
1.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.9539846545388082,-0.04601534546119179,0.12386822931948928,0.12460760424802829,0.12664477795010146,0.12696415615634773,0.12347978983584966,0.12146102160747577,0.12899063703387684,0.12398378384883102
0.9665308622106138,0.0131513726265029,0.1243234812609686,0.12647413574504812,0.12542197290849197,0.12637429595948604,0.12337119299095152,0.11962913055831483,0.12954605550506745,0.12485973507167147
0.9801150081942362,0.014054539295882629,0.12439003847029421,0.12476263059923781,0.12473544820834331,0.12563634915914512,0.12163719792220838,0.12362952549206035,0.1281796331242318,0.12702917702447902
0.9756028952988405,-0.004603656568537673,0.12390550575954731,0.12646246835716118,0.12435212749051536,0.12568798591342764,0.12146933747600817,0.12170291632578577,0.1279642619544363,0.12845539672311834
0.886629839624524,-0.0911980233997387,0.11947137190146176,0.12455583919082926,0.12815908573132836,0.12984424261727698,0.11698850387705886,0.11787748656444233,0.13641823867303707,0.1266852314445653
0.888317858718804,0.0019038600088112645,0.1218840601190383,0.1257806565619485,0.1276991132515558,0.13080911077973006,0.11471860066324994,0.1188532431258093,0.13533057718594196,0.12492463831272611
0.8637827758726748,-0.027619711351424825,0.0,0.23076923076923106,0.0,0.2307692307692309,0.0,0.07692307692307675,0.2307692307692309,0.23076923076923056
0.947969785247825,0.09746317213850042,0.0,0.23542693000988438,0.0,0.22761237915736598,0.0,0.07916905866612091,0.21747884978139892,0.24031278238522996
0.916023528706511,-0.033699656928371846,0.0,0.23426053934619126,0.0,0.22697424248598175,0.0,0.07763571317946262,0.22298735286033808,0.2381421521280263
0.9606012573369477,0.04866439259849953,0.0,0.24119583221618848,0.0,0.22681790547360653,0.0,0.07967680026959735,0.21866851826950368,0.23364094377110392
1.0136445751063285,0.055218871893246924,0.0,0.2518041999712463,0.0,0.21972324983989028,0.0,0.08224276763145213,0.2097840888772119,0.23644569368019938
1.008902013909581,-0.004678722022707027,0.0,0.2515933807775827,0.0,0.21682931090785879,0.0,0.0802174697228836,0.21822429307021005,0.23313554552146484
0.9961416633271003,-0.012647760046620604,0.0,0.24054414751612085,0.0,0.2217871304649394,0.0,0.08190319947258386,0.218763508658939,0.23700201388741696
0.9816455022257288,-0.014552308808121306,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.07692307692307675
0.9906993601412485,0.00922314409325109,0.0,0.0,0.22995444847138205,0.22971655096760546,0.0,0.23812506936738775,0.22601309946877904,0.0761908317248457
1.0020749912033673,0.011482424961389848,0.0,0.0,0.23034377416662516,0.22958859836988943,0.0,0.24169594751674475,0.22362787229111392,0.0747438076556268
0.9924209230739794,-0.009634077503315908,0.0,0.0,0.23306504974829412,0.23053057677671213,0.0,0.24261718813001873,0.21851342293328546,0.07527376241168952
1.009265447836227,0.016973165690695513,0.0,0.0,0.22918296695492896,0.2282993394643284,0.0,0.2489443231427801,0.21862975803836052,0.074943612399602
1.0058313169565731,-0.0034026042276751323,0.0,0.0,0.2303696260547731,0.22935406900612842,0.0,0.24620460885600484,0.2191963918883875,0.07487530419470631
1.01411897703843,0.008239612290988907,0.0,0.0,0.2302485175941682,0.23372089102819268,0.0,0.24188985612379202,0.2196343966678973,0.0745063385859498
