,RMSE,Mean_Actual_Price,NRMSE_Percent
ADAUSDT,0.07883296964545966,0.6717692307692308,0.11735126593278089
TRXUSDT,0.18688122485500383,0.29631538461538465,0.6306835033137898
XRPUSDT,0.34474151443453127,2.4800846153846154,0.13900393248521006
SOLUSDT,18.386320077685834,167.5051282051282,0.10976571448708002
BCHUSDT,65.50456646700728,502.1025641025641,0.13046052968099703
BNBUSDT,215.9843412627816,820.7746153846153,0.26314695558849766
ETHUSDT,518.5065026193771,3219.9312820512823,0.1610303007115911
BTCUSDT,14083.943918828565,104518.51974358974,0.13475070210887052
