coin,actual,forecast,returns_predicted
ADAUSDT,0.4835,0.4813086437880993,-0.0045425138
ADAUSDT,0.4512,0.4959954687626804,0.03005801
ADAUSDT,0.4615,0.504101876257563,0.016211601
ADAUSDT,0.4442,0.4911156435644559,-0.026098816
ADAUSDT,0.4168,0.48215946288213013,-0.018404756
ADAUSDT,0.3846,0.6201278884607517,0.25165078
ADAUSDT,0.4594,0.6144985362914357,-0.009119166
ADAUSDT,0.3501,0.5950919942308064,-0.032090575
ADAUSDT,0.3959,0.6160342664796565,0.034586612
ADAUSDT,0.4234,0.6149669697348471,-0.0017340061
ADAUSDT,0.4063,0.5065777701275721,-0.19389065
ADAUSDT,0.4015,0.505864065377481,-0.0014098252
ADAUSDT,0.331,0.504778357637525,-0.0021485689
ADAUSDT,0.339,0.3463769046300258,-0.37659198
ADAUSDT,0.3342,0.34737834361346526,0.0028869906
ADAUSDT,0.3849,0.3413344689251721,-0.017551731
ADAUSDT,0.345,0.5269847854618083,0.43430877
ADAUSDT,0.4662,0.5237498246631915,-0.006157499
ADAUSDT,0.3606,0.50472040945089,-0.03700958
ADAUSDT,0.3441,0.506289092898156,0.0031032716
ADAUSDT,0.3809,0.5104185384195217,0.008123246
ADAUSDT,0.352,0.5028294119025067,-0.0149801215
ADAUSDT,0.3512,0.5048566482104309,0.004023576
ADAUSDT,0.3643,0.5004049875112029,-0.008856771
ADAUSDT,0.3649,0.6710194461288369,0.29338038
ADAUSDT,0.4695,0.674403817140841,0.00503104
ADAUSDT,0.3482,0.6603018157171304,-0.021132013
ADAUSDT,0.4447,0.6563650082025492,-0.005979966
ADAUSDT,0.7071,0.6262926732007182,-0.046899304
ADAUSDT,0.8218,0.5905391647752768,-0.05878184
ADAUSDT,1.0116,0.5799734122268153,-0.018053718
ADAUSDT,1.1871,0.5739427274169395,-0.010452658
ADAUSDT,1.0215,0.6220584666636069,0.0805044
ADAUSDT,1.0775,0.6256927363055685,0.0058253417
ADAUSDT,0.9264,0.6418735679465808,0.025531989
ADAUSDT,0.8771,0.7472815704268182,0.15205078
ADAUSDT,0.4383,0.7691299546499588,0.028817918
BCHUSDT,499.0,489.4840553998947,-0.019254273
BCHUSDT,465.8,568.046970778171,0.14885218
BCHUSDT,477.0,565.7256499871321,-0.004094874
BCHUSDT,474.6,588.0100372690086,0.03863471
BCHUSDT,428.4,584.528846768643,-0.005937892
BCHUSDT,392.1,147.8927437825902,-1.3743188
BCHUSDT,112.8,149.10977335365325,0.008195432
BCHUSDT,325.5,142.58140544874823,-0.04476961
BCHUSDT,347.1,123.2454673636292,-0.14573503
BCHUSDT,382.8,130.87201349394346,0.06004178
BCHUSDT,362.4,130.2756357607336,-0.0045673084
BCHUSDT,432.4,137.80632005742947,0.056196745
BCHUSDT,315.0,139.69347926464445,0.013601284
BCHUSDT,354.9,438.1310291845384,1.1430675
BCHUSDT,333.1,456.880247019683,0.041903265
BCHUSDT,356.3,455.4496586540874,-0.0031361326
BCHUSDT,322.4,145.87215668560668,-1.1385547
BCHUSDT,104.6,148.4827625533192,0.01773835
BCHUSDT,335.5,145.87928973771335,-0.0176894
BCHUSDT,327.0,140.88096460979727,-0.0348642
BCHUSDT,343.5,139.30988959028065,-0.01121439
BCHUSDT,317.8,313.32804629550543,0.81054986
BCHUSDT,323.7,319.97020907348207,0.020977238
BCHUSDT,369.6,335.5509193762771,0.04754583
BCHUSDT,369.9,99.82128321383834,-1.2123923
BCHUSDT,108.1,102.91161563259409,0.030489184
BCHUSDT,353.7,99.57136486355907,-0.032995902
BCHUSDT,377.0,100.53544446122093,0.009635758
BCHUSDT,431.6,101.01193450592075,0.00472833
BCHUSDT,484.4,113.35445018731,0.11528098
BCHUSDT,517.4,113.56722436541551,0.0018752844
BCHUSDT,583.7,108.86233096341088,-0.04231091
BCHUSDT,516.2,406.14645591456065,1.3166298
BCHUSDT,538.1,416.4786190082562,0.02512132
BCHUSDT,460.9,415.66347134535584,-0.0019591292
BCHUSDT,441.3,344.03770117335193,-0.18912481
BCHUSDT,102.5,359.83316952215336,0.044889335
BNBUSDT,614.8,624.9288800716399,0.016340833
