coin,actual,forecast,returns_predicted
ADAUSDT,0.4672,0.43122268,-0.014798544137914135
ADAUSDT,0.4623,0.43283233,-0.0735609365040309
ADAUSDT,0.447,0.4903758,0.060730666276724264
ADAUSDT,0.4492,0.4510495,0.009059299025226206
ADAUSDT,0.4378,0.4461942,-0.0066914476673197295
ADAUSDT,0.4813,0.45210865,0.03268307766014711
ADAUSDT,0.3918,0.42763174,-0.11150688593040355
ADAUSDT,0.4032,0.42488682,0.08444824578994514
ADAUSDT,0.3691,0.4676992,0.15996825375727244
ADAUSDT,0.4317,0.38069585,0.031416552850335226
ADAUSDT,0.4373,0.40235275,-0.06798065716617764
ADAUSDT,0.4176,0.38235334,-0.12564981564378513
ADAUSDT,0.3636,0.3839653,-0.08054283181369538
ADAUSDT,0.3516,0.48248586,0.326968813493307
ADAUSDT,0.3248,0.3607054,0.02589705766128863
ADAUSDT,0.3689,0.35502988,0.09307229372080919
ADAUSDT,0.4694,0.52954876,0.4354805210865297
ADAUSDT,0.3185,0.466499,-0.006180228402780142
ADAUSDT,0.3435,0.33500266,0.051813691526978865
ADAUSDT,0.3303,0.34825042,0.013829458228365222
ADAUSDT,0.3584,0.39017728,0.1812815007894934
ADAUSDT,0.4017,0.39493242,0.10193197282829457
ADAUSDT,0.3517,0.4187823,0.04252500322763083
ADAUSDT,0.3396,0.33792794,-0.03915855130045669
ADAUSDT,0.4561,0.4283505,0.26133836340707656
ADAUSDT,0.3497,0.38426897,-0.15748965293267034
ADAUSDT,0.3561,0.4042549,0.1560048994283046
ADAUSDT,0.3336,0.3727373,0.046720832561181105
ADAUSDT,0.6132,0.43616307,0.3074432488539808
ADAUSDT,0.7026,0.50936687,-0.16932995771941836
ADAUSDT,1.0226,0.666053,-0.052016798872368104
ADAUSDT,1.079,0.8873552,-0.13225581029052252
ADAUSDT,1.2278,0.944944,-0.12424094153290216
ADAUSDT,1.1213,0.7457252,-0.39263299032305443
ADAUSDT,0.8806,0.6620061,-0.4096084186652954
ADAUSDT,1.155,0.59430146,-0.3251175764553011
ADAUSDT,0.8615,0.8861615,-0.23276060071342436
ADAUSDT,0.4578,0.7780252,-0.09689470701832037
ADAUSDT,0.4828,0.44678542,-0.024059807384519266
BCHUSDT,484.9,446.70605,0.031653705975750575
BCHUSDT,493.6,450.648,-0.0706372236463059
BCHUSDT,454.8,546.17505,0.10651347007318673
BCHUSDT,477.6,486.8754,0.07052637803103697
BCHUSDT,454.2,476.98428,-0.0012891887620066953
BCHUSDT,119.6,157.71048,-0.6527730520996738
BCHUSDT,388.6,397.15527,2.3206962661998327
BCHUSDT,384.6,378.8604,-0.025063271750755976
BCHUSDT,333.5,408.6802,0.0626110408185858
BCHUSDT,376.6,318.82147,-0.04401357670773988
BCHUSDT,395.5,370.70996,-0.015640039996017055
BCHUSDT,392.4,397.61343,0.005343701233604614
BCHUSDT,381.6,413.60846,0.05404806185692221
BCHUSDT,353.1,418.41385,0.09647235030648087
BCHUSDT,334.3,342.17657,-0.03093578389399256
BCHUSDT,349.4,330.70398,-0.010756866610267757
BCHUSDT,103.3,212.60403,-0.39151678756775005
BCHUSDT,308.9,311.14975,2.0120982551390063
BCHUSDT,322.2,330.38196,0.06954340565818234
BCHUSDT,311.8,344.6469,0.06966763383331398
BCHUSDT,345.5,318.01785,0.019941798534968292
BCHUSDT,358.8,334.60782,-0.031525850641054634
BCHUSDT,324.8,338.289,-0.057165547756845764
BCHUSDT,323.0,324.03708,-0.0023488951434055922
BCHUSDT,105.7,262.9214,-0.18600189870356038
BCHUSDT,348.1,355.59177,2.3641605142613233
BCHUSDT,386.1,371.67816,0.06773387423468465
BCHUSDT,342.9,385.2467,-0.002210038586991771
BCHUSDT,472.6,335.8703,-0.02050072822114677
BCHUSDT,433.1,426.6986,-0.09712524672357706
BCHUSDT,515.2,416.93765,-0.03731781900741029
BCHUSDT,525.9,539.6711,0.04749821728060696
BCHUSDT,618.6,543.6429,0.0337381313952867
BCHUSDT,542.5,531.6656,-0.14053412806513704
BCHUSDT,438.7,594.80853,0.09642125846054148
BCHUSDT,372.5,205.89903,-0.5306609696996274
BCHUSDT,444.0,458.33353,0.23042557479551173
BCHUSDT,109.5,446.79752,0.006300711416983389
BCHUSDT,123.3,159.48613,0.4564943357145405
BNBUSDT,574.5,582.7689,-0.020227100036251607
BNBUSDT,602.4,584.1871,0.01686174543760879
