coin,actual,forecast,returns_predicted
BNBUSDT,593.7,591.0571,-0.018829467287101557
BNBUSDT,684.0,598.60486,0.008261509850829466
BNBUSDT,619.4,682.3509,-0.002410977904559576
BNBUSDT,220.1,434.7798,-0.29806298812358734
BNBUSDT,578.2,585.5548,1.660403496457576
BNBUSDT,576.9,607.0433,0.04988459689688897
BNBUSDT,510.6,597.49744,0.03570365145334984
BNBUSDT,544.8,587.13574,0.1498937371474735
BNBUSDT,593.1,562.4234,0.03234838634160481
BNBUSDT,581.6,574.30035,-0.03169726183795949
BNBUSDT,542.9,602.7223,0.036317555087796556
BNBUSDT,517.1,598.51025,0.10243185468088051
BNBUSDT,519.2,545.5633,0.05504407939862933
BNBUSDT,570.1,558.28467,0.07527863630344751
BNBUSDT,226.9,223.06152,-0.6087326373662516
BNBUSDT,518.7,575.41876,1.536001596328917
BNBUSDT,518.7,587.2374,0.13213307645616434
BNBUSDT,533.7,563.9442,0.08722616901327829
BNBUSDT,588.6,566.8206,0.06205849292820161
BNBUSDT,606.8,581.3603,-0.012299880177805424
BNBUSDT,555.3,580.28937,-0.04368924245916069
BNBUSDT,563.9,606.21857,0.09169560038633405
BNBUSDT,219.2,240.82858,-0.5729232439019828
BNBUSDT,584.9,574.5952,1.6213285348711224
BNBUSDT,606.3,575.9412,-0.015316766721608357
BNBUSDT,563.21,620.17566,0.022885797756370684
BNBUSDT,659.63,608.0278,0.07957559524172815
BNBUSDT,618.9,615.77045,-0.06649114385739922
BNBUSDT,659.65,596.0039,-0.03699481943771203
BNBUSDT,653.43,645.2879,-0.02177229920104408
BNBUSDT,730.22,650.95807,-0.0037830083594932893
BNBUSDT,725.72,744.60834,0.019704113010248585
BNBUSDT,665.62,706.5665,-0.026392371272236575
BNBUSDT,437.2,396.80847,-0.4038513390828288
BNBUSDT,705.36,579.5431,0.32557889025689046
BNBUSDT,249.8,715.88446,0.014920693616335965
BNBUSDT,262.4,267.3121,0.07010449668328408
BTCUSDT,66274.01,67190.234,0.0928086218054489
BTCUSDT,69290.57,66114.76,-0.002402935743589301
BTCUSDT,67540.01,67601.11,-0.02438225901446628
BTCUSDT,69355.6,65455.68,-0.030860675213106942
BTCUSDT,68263.99,63986.92,-0.07740799769593235
BTCUSDT,20723.52,30447.014,-0.5539813352270355
BTCUSDT,61806.01,63964.07,2.086544675446063
BTCUSDT,62899.99,62122.223,0.005116212100570769
BTCUSDT,56714.62,63853.7,0.015162311134707685
BTCUSDT,60797.91,62316.582,0.09877456696791757
BTCUSDT,67139.96,64423.98,0.059641367092224
BTCUSDT,67896.5,66829.625,-0.00462221008174575
BTCUSDT,61498.33,65769.45,-0.031327783832745426
BTCUSDT,61685.99,63575.066,0.033768988625382156
BTCUSDT,57541.06,63511.26,0.029589728863069265
BTCUSDT,61156.03,64638.207,0.12334056813082697
BTCUSDT,20281.29,25225.092,-0.5875289518159534
BTCUSDT,57487.73,66489.75,2.278378742180601
BTCUSDT,57042.0,62308.93,0.08386484711607149
BTCUSDT,58213.99,63810.305,0.11865475767855264
BTCUSDT,63348.96,65472.84,0.12469253256390779
BTCUSDT,65769.95,66994.54,0.05754757556398717
BTCUSDT,62086.0,74836.2,0.13784795525920276
BTCUSDT,60326.39,62023.773,-0.001002263996714235
BTCUSDT,19315.83,31335.432,-0.4805684271738289
BTCUSDT,66668.65,57116.086,1.9569573731752659
BTCUSDT,72736.42,65063.945,-0.024069854234336444
BTCUSDT,69372.01,67758.836,-0.06843317367695576
BTCUSDT,88647.99,70012.02,0.009225816543300465
BTCUSDT,89855.99,82332.445,-0.07124295415496736
BTCUSDT,97900.04,82699.65,-0.07964234284770559
BTCUSDT,96407.99,84425.58,-0.13763489652302485
BTCUSDT,99740.84,86919.31,-0.09842210692288061
BTCUSDT,101424.25,84623.15,-0.1515697237209953
BTCUSDT,97461.86,95151.65,-0.06184518556952603
BTCUSDT,45811.0,86835.016,-0.10903592825952635
BTCUSDT,92792.05,66351.8,0.44838132490013316
BTCUSDT,21195.6,91632.91,-0.012491843320629331
BTCUSDT,22684.83,22071.91,0.04134396555181271
ETHUSDT,3071.19,2483.881,-0.15205353395682059
ETHUSDT,3749.26,2926.552,-0.04709509930902193
ETHUSDT,3762.29,3770.4272,0.005645713045707628
ETHUSDT,3678.32,3669.6665,-0.024618914568985902
ETHUSDT,3560.12,3663.2378,-0.004100297698745667
ETHUSDT,1125.85,1978.6115,-0.4442290006529801
ETHUSDT,3394.91,3511.4404,2.1189238616933874
ETHUSDT,3442.2,3274.2803,-0.035532525622917796
ETHUSDT,3019.01,3388.4355,-0.015619212458602004
ETHUSDT,3245.08,2867.2083,-0.0502819626456604
ETHUSDT,3517.5,2980.4983,-0.08153318530956861
ETHUSDT,3249.01,3560.9856,0.01236264270167022
ETHUSDT,2989.61,3189.318,-0.018372330268489546
ETHUSDT,2682.5,3049.1816,0.019926224699877197
ETHUSDT,2569.89,2585.046,-0.036329581197576885
ETHUSDT,2630.71,2587.2942,0.006772348020002852
ETHUSDT,1144.05,1701.8464,-0.35308474307435067
ETHUSDT,2425.29,2415.315,1.111197011849351
ETHUSDT,2359.5,2362.372,-0.025942435621100966
ETHUSDT,2295.68,2464.699,0.04458528273336512
ETHUSDT,2612.4,2583.3909,0.12532707918378222
ETHUSDT,2694.43,2885.9434,0.10470960012823453
ETHUSDT,2414.41,2723.0962,0.01063905590653688
ETHUSDT,2386.49,2363.4238,-0.021117445618184093
ETHUSDT,1074.26,1582.4358,-0.3369191611883456
ETHUSDT,2524.61,2832.051,1.6362808122713544
ETHUSDT,2638.8,2698.1553,0.0687414188478616
ETHUSDT,2422.55,2589.866,-0.018544047750161125
ETHUSDT,3371.59,2542.0703,0.049336572000577825
ETHUSDT,3076.0,3675.9048,0.09025853830277401
ETHUSDT,3361.2,3405.7065,0.10718678249959362
ETHUSDT,3703.6,3255.85,-0.03134294369384441
ETHUSDT,3998.87,3685.956,-0.004763998626336513
ETHUSDT,3906.8,3656.542,-0.0856061857005854
ETHUSDT,3417.01,4166.876,0.06657007693316776
ETHUSDT,3443.77,1887.3993,-0.44764595596963797
ETHUSDT,3361.84,3255.7446,-0.05459870174075213
ETHUSDT,1355.85,3398.3037,0.010846355251142187
ETHUSDT,1535.27,1300.0845,-0.041129569896190515
SOLUSDT,169.93,146.39612,0.02067990074644421
SOLUSDT,168.35,170.15518,0.0013251449700795513
SOLUSDT,165.65,170.25179,0.011296615849838541
SOLUSDT,162.5,172.19113,0.0394876643030297
SOLUSDT,155.22,155.87958,-0.04074106069711538
SOLUSDT,36.42,40.558346,-0.7387041245027849
SOLUSDT,136.58,141.73674,2.8917281744180308
SOLUSDT,146.67,137.52264,0.006901772169927789
SOLUSDT,139.81,154.12141,0.05080394207793227
SOLUSDT,147.66,140.57423,0.005466232807303199
SOLUSDT,173.6,147.91708,0.0017410520129647732
SOLUSDT,183.92,178.88202,0.030426376975626473
SOLUSDT,152.77,174.68944,-0.05018791938771776
SOLUSDT,163.13,156.32375,0.023262065376311133
SOLUSDT,142.58,146.26399,-0.10338998155109227
SOLUSDT,142.79,145.2237,0.018541828080068996
SOLUSDT,35.35,49.265404,-0.6549800143738456
SOLUSDT,127.54,151.07953,3.273819768277051
SOLUSDT,135.08,134.02348,0.05083490102216701
SOLUSDT,131.47,144.28616,0.06815341523599432
SOLUSDT,149.41,130.29056,-0.008971188397899703
SOLUSDT,157.64,143.60074,-0.03888134311364281
SOLUSDT,143.24,173.62386,0.10139466880753824
SOLUSDT,139.03,153.12602,0.06901719030206072
SOLUSDT,33.39,43.39048,-0.6879056315794871
SOLUSDT,170.85,159.80283,3.7859486651013587
SOLUSDT,179.42,176.51093,0.03313389109141795
SOLUSDT,166.62,181.11777,0.009462531122418837
SOLUSDT,222.13,163.9769,-0.01586305249454225
SOLUSDT,237.47,152.0392,-0.315539549682161
SOLUSDT,252.73,219.19458,-0.07695885763201667
SOLUSDT,237.6,194.27051,-0.23131204125944682
SOLUSDT,236.87,202.88547,-0.1461049346410064
SOLUSDT,224.79,190.99968,-0.19365187839139747
SOLUSDT,193.81,195.92398,-0.12841327144049722
SOLUSDT,132.49,166.01517,-0.14341278965828325
SOLUSDT,191.38,155.12473,0.17084100944823657
SOLUSDT,39.58,168.42351,-0.11995241043771715
SOLUSDT,40.54,16.993408,-0.5706566901686457
TRXUSDT,0.12117,0.12932701,0.015285084696425524
TRXUSDT,0.11378,0.1317388,0.08722288380108366
TRXUSDT,0.11213,0.11584723,0.018168658442437688
TRXUSDT,0.11268,0.118183486,0.05398632090980279
TRXUSDT,0.11649,0.122420624,0.08644501152383885
TRXUSDT,0.0649,0.085877165,-0.2627936715741599
TRXUSDT,0.12189,0.118591614,0.8272975973429041
TRXUSDT,0.12781,0.12211272,0.0018272311490498982
TRXUSDT,0.12612,0.13193318,0.03226024941672047
TRXUSDT,0.13761,0.12812978,0.01593546061299537
TRXUSDT,0.13468,0.13289651,-0.03425250529168735
TRXUSDT,0.1372,0.11903017,-0.11620010289092211
TRXUSDT,0.1236,0.12650691,-0.07793797574307404
TRXUSDT,0.127,0.113423325,-0.08233555727020438
TRXUSDT,0.1302,0.12595613,-0.00821942513383281
TRXUSDT,0.1539,0.12938158,-0.006285851452207863
TRXUSDT,0.06591,0.10825462,-0.29659116996271884
TRXUSDT,0.1503,0.14240707,1.160629260668424
TRXUSDT,0.1546,0.14152882,-0.058357850758139415
TRXUSDT,0.1489,0.14426067,-0.06687791258058133
TRXUSDT,0.152,0.14264189,-0.042028965287115715
TRXUSDT,0.1552,0.13681205,-0.09992074888003498
TRXUSDT,0.1565,0.14357518,-0.07490221265050556
TRXUSDT,0.1588,0.14294234,-0.08663042056293914
TRXUSDT,0.06628,0.11553693,-0.27243747999445916
TRXUSDT,0.1603,0.14012198,1.1140914529508037
TRXUSDT,0.1663,0.14152882,-0.11710034291296545
TRXUSDT,0.1602,0.1443993,-0.13169392532995505
TRXUSDT,0.1677,0.14254892,-0.11018153106079868
TRXUSDT,0.1993,0.1455386,-0.13214908587342578
TRXUSDT,0.2085,0.13820845,-0.30653061271012877
TRXUSDT,0.2049,0.14425111,-0.30814816225632774
TRXUSDT,0.3255,0.12895887,-0.3706253489498513
TRXUSDT,0.2906,0.2948199,-0.09425532579788234
TRXUSDT,0.2513,0.26921928,-0.073574400243477
TRXUSDT,0.07322,0.24393396,-0.02931173579227018
TRXUSDT,0.2534,0.222357,2.0368342649672924
TRXUSDT,0.06895,0.24217035,-0.04431590858932175
TRXUSDT,0.067,0.062579416,-0.09239426049916442
XRPUSDT,0.5096,0.49078038,-0.01706312167341289
XRPUSDT,0.5416,0.50872445,-0.00171811015489909
XRPUSDT,0.5176,0.51663244,-0.04609963495939128
XRPUSDT,0.4991,0.51020914,-0.01427908971836605
XRPUSDT,0.4916,0.5003597,0.0025239712106181014
XRPUSDT,0.3294,0.33522052,-0.31810310063466873
XRPUSDT,0.4757,0.610107,0.852176698975369
XRPUSDT,0.477,0.92192173,0.9380318058471807
XRPUSDT,0.4316,0.6847865,0.4356111080641517
XRPUSDT,0.5205,0.4356788,0.009450439947197275
XRPUSDT,0.5937,0.46447882,-0.1076295474306192
XRPUSDT,0.5956,0.6141834,0.03450130689459375
XRPUSDT,0.5607,0.62989336,0.057577841709411055
XRPUSDT,0.6166,0.5936516,0.058768669041333786
XRPUSDT,0.5607,1.0345175,0.6777773704615421
XRPUSDT,0.5999,0.5671472,0.011498475725348501
XRPUSDT,0.3375,0.36310372,-0.3947262584338448
XRPUSDT,0.5572,0.59211665,0.7544197153162072
XRPUSDT,0.5395,0.53109896,-0.04684321279587377
XRPUSDT,0.5866,0.5289472,-0.01956038081723299
XRPUSDT,0.5976,0.6144217,0.047428784986587647
XRPUSDT,0.5888,0.63018507,0.05452655229862113
XRPUSDT,0.534,0.5849316,-0.006569952420566376
XRPUSDT,0.5305,0.5393508,0.010020239076364295
XRPUSDT,0.3215,0.41370192,-0.22016602883801828
XRPUSDT,0.5258,0.5406445,0.6816314976100417
XRPUSDT,0.5284,0.5472224,0.04074244174543729
XRPUSDT,0.514,0.4875423,-0.07732342653974808
XRPUSDT,0.6207,0.50478804,-0.017922098998429736
XRPUSDT,1.0543,0.6081928,-0.020150150675809775
XRPUSDT,1.4331,0.7919042,-0.24888152229506638
XRPUSDT,1.9513,0.6914871,-0.5174886093794464
XRPUSDT,2.4257,1.44649,-0.25870442814422046
XRPUSDT,2.4217,2.265992,-0.06583999414880763
XRPUSDT,2.239,2.3108404,-0.045777607353976936
XRPUSDT,0.824,2.1869307,-0.02325562463907745
XRPUSDT,2.0587,1.9314759,1.34402412349738
XRPUSDT,0.3505,2.0798028,0.010250522922785117
XRPUSDT,0.3578,0.9124228,1.6032033558408816
