,RMSE,Mean_Actual_Price,NRMSE_Percent
TRXUSDT,0.0988716764020735,0.1550335135135135,0.6377438926677964
ADAUSDT,0.22806848613275946,0.5169594594594595,0.4411728656077427
XRPUSDT,0.7228976519646984,0.8136405405405405,0.8884729999865084
SOLUSDT,108.90042557201562,155.92810810810812,0.6984015062666749
BCHUSDT,205.8487614321393,372.65135135135137,0.5523896818988224
BNBUSDT,285.30437368473156,558.1164864864865,0.5111914458589275
ETHUSDT,1606.0617890237863,2895.692972972973,0.5546381484549662
BTCUSDT,39938.90775208446,66489.43594594595,0.6006805018552672
