ADAUSDT,BCHUSDT,BNBUSDT,BTCUSDT,ETHUSDT,SOLUSDT,TRXUSDT,XRPUSDT
-0.0045425137504935265,-0.019254272803664207,0.01634083315730095,0.0602450892329216,0.010471818037331104,0.07231245189905167,-0.006423317361623049,-0.0023421228397637606
0.030058009549975395,0.1488521844148636,-0.0075954655185341835,-0.1562909483909607,-0.05467243492603302,-0.0074006132781505585,-0.003674745559692383,-0.020977089181542397
0.016211600974202156,-0.004094874020665884,-0.028066009283065796,0.023578306660056114,0.03224917873740196,-0.04188202694058418,0.005807328037917614,0.05375386402010918
-0.026098815724253654,0.038634710013866425,0.009245346300303936,0.038328491151332855,0.022052990272641182,0.037703126668930054,0.0019423869671300054,0.018017364665865898
-0.018404755741357803,-0.005937892012298107,-0.037445180118083954,-0.019580425694584846,0.03550580516457558,0.02829219028353691,-0.0023611856158822775,0.00913307722657919
0.25165078043937683,-1.3743188381195068,-0.9261260032653809,-1.0261223316192627,-1.1228286027908325,-1.3079055547714233,-0.6721075177192688,-0.46405649185180664
-0.009119166061282158,0.008195431903004646,0.005666270386427641,-0.04155287519097328,0.01556362770497799,-0.01574324257671833,-0.005016882438212633,-0.0007252941140905023
-0.032090574502944946,-0.044769611209630966,-0.00987816508859396,0.008837046101689339,0.018719486892223358,0.023640058934688568,-0.019642779603600502,-0.02155163697898388
0.03458661213517189,-0.1457350254058838,-0.025720350444316864,0.012339972890913486,0.029017634689807892,0.04218711331486702,0.0018509727669879794,-0.02104198932647705
-0.0017340061021968722,0.06004178151488304,0.0005376858171075583,-0.030193882063031197,0.018707865849137306,0.018626948818564415,-0.013922402635216713,-0.07582065463066101
-0.19389064610004425,-0.004567308351397514,0.0012797601521015167,0.042089223861694336,-0.002181155839934945,-0.015380316413939,0.04139766842126846,0.028041673824191093
-0.0014098251704126596,0.05619674548506737,-0.028491511940956116,-0.018048612400889397,-0.02272888273000717,-0.031576551496982574,-0.00014027430734131485,-0.012705557979643345
-0.0021485688630491495,0.01360128354281187,0.00492876349017024,0.0008250884129665792,0.013424496166408062,0.027877364307641983,-0.017817597836256027,-0.002000317443162203
-0.3765919804573059,1.143067479133606,0.9600067138671875,1.112891435623169,0.8093576431274414,1.1572520732879639,0.49789008498191833,0.4691790044307709
0.002886990550905466,0.041903264820575714,0.004327056463807821,0.002555200131610036,0.020547404885292053,0.045977216213941574,-0.01567724719643593,-0.011490123346447945
-0.017551731318235397,-0.003136132610961795,-0.042994096875190735,-0.034575603902339935,-0.0017558848485350609,0.012870851904153824,-0.004931482020765543,0.0036610097158700228
0.4343087673187256,-1.1385546922683716,-0.9355541467666626,-0.9064460396766663,-0.6708422303199768,-1.565330147743225,-0.5275224447250366,-0.48181411623954773
-0.006157498806715012,0.017738349735736847,0.014634495601058006,0.0008550180937163532,-0.009194055572152138,-0.0023656287230551243,0.012791840359568596,0.028827637434005737
-0.037009578198194504,-0.017689399421215057,0.00965844001621008,0.017410337924957275,-0.010706562548875809,-0.04471557214856148,-0.0013002617051824927,0.004898276180028915
0.0031032715924084187,-0.03486419841647148,0.059484511613845825,-0.014893357641994953,-0.026953279972076416,-0.027327973395586014,0.0005594004178419709,0.01169381570070982
0.008123246021568775,-0.011214390397071838,-0.09917507320642471,0.027684640139341354,0.05532720312476158,-0.01538274809718132,0.0027464672457426786,-0.030192870646715164
-0.01498012151569128,0.8105498552322388,0.8784120082855225,0.5021599531173706,0.8654923439025879,0.9418504238128662,0.49231112003326416,0.3841657340526581
0.004023576155304909,0.020977238193154335,-0.0009351909393444657,0.00022078907932154834,0.006100635044276714,-0.0254967100918293,0.02647932432591915,0.20573849976062775
-0.00885677058249712,0.04754583165049553,-0.03435925766825676,0.019588399678468704,0.02553010731935501,0.05063312500715256,0.008485478349030018,0.006524010095745325
0.29338037967681885,-1.2123923301696777,-0.9825971722602844,-0.9034789800643921,-0.7571613788604736,-1.5079354047775269,-0.5189411044120789,-0.43639424443244934
0.00503103993833065,0.030489183962345123,-0.024668756872415543,0.004135882947593927,0.008226517587900162,0.0036893393844366074,0.01956775039434433,-0.03804243355989456
-0.021132012829184532,-0.03299590200185776,-0.0135851064696908,0.01736057549715042,0.01376903522759676,-0.05035819858312607,0.0008318440522998571,-0.014937102794647217
-0.005979965906590223,0.00963575765490532,-0.0013892959104850888,0.019566960632801056,0.09387364983558655,0.0280296690762043,-0.01254917960613966,0.0022265238221734762
-0.046899303793907166,0.004728329833596945,-0.013406142592430115,0.10885311663150787,0.029069535434246063,0.0038155647926032543,-0.08201999962329865,-0.0024520172737538815
-0.05878183990716934,0.11528097838163376,0.017838964238762856,0.12079597264528275,0.10095801204442978,-0.007618074305355549,0.2768668830394745,0.5065580606460571
-0.01805371791124344,0.0018752843607217073,-0.00029998651007190347,0.009706921875476837,0.008608803153038025,0.03469961881637573,-0.03001401200890541,-0.041794341057538986
-0.01045265793800354,-0.04231090843677521,0.021240882575511932,-0.03003474697470665,0.02044719271361828,-0.012409394606947899,-0.010880651883780956,-0.009624239057302475
0.0805044025182724,1.3166297674179077,0.9419985413551331,0.5936701893806458,0.9491028189659119,1.6188961267471313,0.37527284026145935,-0.07349371165037155
0.005825341679155827,0.02512132003903389,0.011469148099422455,0.01795746572315693,0.003212959272786975,0.009215457364916801,-0.025226442143321037,-0.02490765042603016
0.025531988590955734,-0.001959129236638546,0.009527206420898438,0.021035529673099518,0.01591155305504799,0.02526937425136566,-0.011842021718621254,-0.10903415083885193
